2019-11-04 10:21:19,376 INFO com.jonathanweb.funescalade.FunEscaladeApplication [restartedMain] Starting FunEscaladeApplication on DESKTOP-K7ITJNJ with PID 9520 (C:\Users\Utilisateur\eclipse-workspace\EscaladeBootCurrent\target\classes started by Utilisateur in C:\Users\Utilisateur\eclipse-workspace\EscaladeBootCurrent)
2019-11-04 10:21:19,383 DEBUG com.jonathanweb.funescalade.FunEscaladeApplication [restartedMain] Running with Spring Boot v2.1.0.RELEASE, Spring v5.1.2.RELEASE
2019-11-04 10:21:19,384 INFO com.jonathanweb.funescalade.FunEscaladeApplication [restartedMain] The following profiles are active: prod
2019-11-04 10:21:24,286 ERROR org.springframework.boot.SpringApplication [restartedMain] Application run failed
org.springframework.beans.factory.UnsatisfiedDependencyException: Error creating bean with name 'connectController': Unsatisfied dependency expressed through field 'utilisateurServices'; nested exception is org.springframework.beans.factory.NoSuchBeanDefinitionException: No qualifying bean of type 'com.jonathanweb.funescalade.service.UtilisateurServices' available: expected at least 1 bean which qualifies as autowire candidate. Dependency annotations: {@org.springframework.beans.factory.annotation.Autowired(required=true)}
	at org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor$AutowiredFieldElement.inject(AutowiredAnnotationBeanPostProcessor.java:596)
	at org.springframework.beans.factory.annotation.InjectionMetadata.inject(InjectionMetadata.java:90)
	at org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor.postProcessProperties(AutowiredAnnotationBeanPostProcessor.java:374)
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.populateBean(AbstractAutowireCapableBeanFactory.java:1378)
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.doCreateBean(AbstractAutowireCapableBeanFactory.java:575)
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.createBean(AbstractAutowireCapableBeanFactory.java:498)
	at org.springframework.beans.factory.support.AbstractBeanFactory.lambda$doGetBean$0(AbstractBeanFactory.java:320)
	at org.springframework.beans.factory.support.DefaultSingletonBeanRegistry.getSingleton(DefaultSingletonBeanRegistry.java:222)
	at org.springframework.beans.factory.support.AbstractBeanFactory.doGetBean(AbstractBeanFactory.java:318)
	at org.springframework.beans.factory.support.AbstractBeanFactory.getBean(AbstractBeanFactory.java:199)
	at org.springframework.beans.factory.support.DefaultListableBeanFactory.preInstantiateSingletons(DefaultListableBeanFactory.java:846)
	at org.springframework.context.support.AbstractApplicationContext.finishBeanFactoryInitialization(AbstractApplicationContext.java:863)
	at org.springframework.context.support.AbstractApplicationContext.refresh(AbstractApplicationContext.java:546)
	at org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext.refresh(ServletWebServerApplicationContext.java:140)
	at org.springframework.boot.SpringApplication.refresh(SpringApplication.java:775)
	at org.springframework.boot.SpringApplication.refreshContext(SpringApplication.java:397)
	at org.springframework.boot.SpringApplication.run(SpringApplication.java:316)
	at org.springframework.boot.SpringApplication.run(SpringApplication.java:1260)
	at org.springframework.boot.SpringApplication.run(SpringApplication.java:1248)
	at com.jonathanweb.funescalade.FunEscaladeApplication.main(FunEscaladeApplication.java:33)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(Unknown Source)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)
	at java.lang.reflect.Method.invoke(Unknown Source)
	at org.springframework.boot.devtools.restart.RestartLauncher.run(RestartLauncher.java:49)
Caused by: org.springframework.beans.factory.NoSuchBeanDefinitionException: No qualifying bean of type 'com.jonathanweb.funescalade.service.UtilisateurServices' available: expected at least 1 bean which qualifies as autowire candidate. Dependency annotations: {@org.springframework.beans.factory.annotation.Autowired(required=true)}
	at org.springframework.beans.factory.support.DefaultListableBeanFactory.raiseNoMatchingBeanFound(DefaultListableBeanFactory.java:1646)
	at org.springframework.beans.factory.support.DefaultListableBeanFactory.doResolveDependency(DefaultListableBeanFactory.java:1205)
	at org.springframework.beans.factory.support.DefaultListableBeanFactory.resolveDependency(DefaultListableBeanFactory.java:1166)
	at org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor$AutowiredFieldElement.inject(AutowiredAnnotationBeanPostProcessor.java:593)
	... 24 common frames omitted
2019-11-04 10:22:46,441 INFO com.jonathanweb.funescalade.FunEscaladeApplication [restartedMain] Starting FunEscaladeApplication on DESKTOP-K7ITJNJ with PID 2564 (C:\Users\Utilisateur\eclipse-workspace\EscaladeBootCurrent\target\classes started by Utilisateur in C:\Users\Utilisateur\eclipse-workspace\EscaladeBootCurrent)
2019-11-04 10:22:46,444 DEBUG com.jonathanweb.funescalade.FunEscaladeApplication [restartedMain] Running with Spring Boot v2.1.0.RELEASE, Spring v5.1.2.RELEASE
2019-11-04 10:22:46,445 INFO com.jonathanweb.funescalade.FunEscaladeApplication [restartedMain] The following profiles are active: prod
2019-11-04 10:22:52,678 INFO com.jonathanweb.funescalade.FunEscaladeApplication [restartedMain] Started FunEscaladeApplication in 6.572 seconds (JVM running for 7.238)
2019-11-04 10:22:52,755 INFO com.jonathanweb.funescalade.FunEscaladeApplication [restartedMain] Customers found with findAll():
2019-11-04 10:22:52,755 INFO com.jonathanweb.funescalade.FunEscaladeApplication [restartedMain] -------------------------------
2019-11-04 10:22:52,886 INFO com.jonathanweb.funescalade.FunEscaladeApplication [restartedMain] Customer[id=3, firstName='Jack', lastName='Bauer']
2019-11-04 10:22:52,887 INFO com.jonathanweb.funescalade.FunEscaladeApplication [restartedMain] Customer[id=4, firstName='Chloe', lastName='O'Brian']
2019-11-04 10:22:52,887 INFO com.jonathanweb.funescalade.FunEscaladeApplication [restartedMain] Customer[id=5, firstName='Kim', lastName='Bauer']
2019-11-04 10:22:52,887 INFO com.jonathanweb.funescalade.FunEscaladeApplication [restartedMain] Customer[id=6, firstName='David', lastName='Palmer']
2019-11-04 10:22:52,887 INFO com.jonathanweb.funescalade.FunEscaladeApplication [restartedMain] Customer[id=7, firstName='Michelle', lastName='Dessler']
2019-11-04 10:22:52,887 INFO com.jonathanweb.funescalade.FunEscaladeApplication [restartedMain] Customer[id=8, firstName='Jack', lastName='Bauer']
2019-11-04 10:22:52,887 INFO com.jonathanweb.funescalade.FunEscaladeApplication [restartedMain] Customer[id=9, firstName='Chloe', lastName='O'Brian']
2019-11-04 10:22:52,888 INFO com.jonathanweb.funescalade.FunEscaladeApplication [restartedMain] Customer[id=10, firstName='Kim', lastName='Bauer']
2019-11-04 10:22:52,888 INFO com.jonathanweb.funescalade.FunEscaladeApplication [restartedMain] Customer[id=11, firstName='David', lastName='Palmer']
2019-11-04 10:22:52,888 INFO com.jonathanweb.funescalade.FunEscaladeApplication [restartedMain] Customer[id=12, firstName='Michelle', lastName='Dessler']
2019-11-04 10:22:52,888 INFO com.jonathanweb.funescalade.FunEscaladeApplication [restartedMain] Customer[id=13, firstName='Jack', lastName='Bauer']
2019-11-04 10:22:52,888 INFO com.jonathanweb.funescalade.FunEscaladeApplication [restartedMain] Customer[id=14, firstName='Chloe', lastName='O'Brian']
2019-11-04 10:22:52,888 INFO com.jonathanweb.funescalade.FunEscaladeApplication [restartedMain] Customer[id=15, firstName='Kim', lastName='Bauer']
2019-11-04 10:22:52,888 INFO com.jonathanweb.funescalade.FunEscaladeApplication [restartedMain] Customer[id=16, firstName='David', lastName='Palmer']
2019-11-04 10:22:52,889 INFO com.jonathanweb.funescalade.FunEscaladeApplication [restartedMain] Customer[id=17, firstName='Michelle', lastName='Dessler']
2019-11-04 10:22:52,889 INFO com.jonathanweb.funescalade.FunEscaladeApplication [restartedMain] Customer[id=18, firstName='Jack', lastName='Bauer']
2019-11-04 10:22:52,889 INFO com.jonathanweb.funescalade.FunEscaladeApplication [restartedMain] Customer[id=19, firstName='Chloe', lastName='O'Brian']
2019-11-04 10:22:52,889 INFO com.jonathanweb.funescalade.FunEscaladeApplication [restartedMain] Customer[id=20, firstName='Kim', lastName='Bauer']
2019-11-04 10:22:52,889 INFO com.jonathanweb.funescalade.FunEscaladeApplication [restartedMain] Customer[id=21, firstName='David', lastName='Palmer']
2019-11-04 10:22:52,889 INFO com.jonathanweb.funescalade.FunEscaladeApplication [restartedMain] Customer[id=22, firstName='Michelle', lastName='Dessler']
2019-11-04 10:22:52,889 INFO com.jonathanweb.funescalade.FunEscaladeApplication [restartedMain] Customer[id=23, firstName='Jack', lastName='Bauer']
2019-11-04 10:22:52,889 INFO com.jonathanweb.funescalade.FunEscaladeApplication [restartedMain] Customer[id=24, firstName='Chloe', lastName='O'Brian']
2019-11-04 10:22:52,889 INFO com.jonathanweb.funescalade.FunEscaladeApplication [restartedMain] Customer[id=25, firstName='Kim', lastName='Bauer']
2019-11-04 10:22:52,889 INFO com.jonathanweb.funescalade.FunEscaladeApplication [restartedMain] Customer[id=26, firstName='David', lastName='Palmer']
2019-11-04 10:22:52,889 INFO com.jonathanweb.funescalade.FunEscaladeApplication [restartedMain] Customer[id=27, firstName='Michelle', lastName='Dessler']
2019-11-04 10:22:52,889 INFO com.jonathanweb.funescalade.FunEscaladeApplication [restartedMain] Customer[id=28, firstName='Jack', lastName='Bauer']
2019-11-04 10:22:52,889 INFO com.jonathanweb.funescalade.FunEscaladeApplication [restartedMain] Customer[id=29, firstName='Chloe', lastName='O'Brian']
2019-11-04 10:22:52,890 INFO com.jonathanweb.funescalade.FunEscaladeApplication [restartedMain] Customer[id=30, firstName='Kim', lastName='Bauer']
2019-11-04 10:22:52,890 INFO com.jonathanweb.funescalade.FunEscaladeApplication [restartedMain] Customer[id=31, firstName='David', lastName='Palmer']
2019-11-04 10:22:52,890 INFO com.jonathanweb.funescalade.FunEscaladeApplication [restartedMain] Customer[id=32, firstName='Michelle', lastName='Dessler']
2019-11-04 10:22:52,890 INFO com.jonathanweb.funescalade.FunEscaladeApplication [restartedMain] Customer[id=33, firstName='Jack', lastName='Bauer']
2019-11-04 10:22:52,890 INFO com.jonathanweb.funescalade.FunEscaladeApplication [restartedMain] Customer[id=34, firstName='Chloe', lastName='O'Brian']
2019-11-04 10:22:52,890 INFO com.jonathanweb.funescalade.FunEscaladeApplication [restartedMain] Customer[id=35, firstName='Kim', lastName='Bauer']
2019-11-04 10:22:52,890 INFO com.jonathanweb.funescalade.FunEscaladeApplication [restartedMain] Customer[id=36, firstName='David', lastName='Palmer']
2019-11-04 10:22:52,890 INFO com.jonathanweb.funescalade.FunEscaladeApplication [restartedMain] Customer[id=37, firstName='Michelle', lastName='Dessler']
2019-11-04 10:22:52,890 INFO com.jonathanweb.funescalade.FunEscaladeApplication [restartedMain] Customer[id=38, firstName='Jack', lastName='Bauer']
2019-11-04 10:22:52,890 INFO com.jonathanweb.funescalade.FunEscaladeApplication [restartedMain] Customer[id=39, firstName='Chloe', lastName='O'Brian']
